Frequency,Magnitude
1791.29,25777.088931
1792.64,25812.426188
1793.98,25724.257702
1795.33,25689.670783
1796.68,25655.632793
1798.02,25612.022902
1799.37,25593.097317
1800.71,25621.296106
1802.06,25498.801082
1803.41,25514.968582
1804.75,25513.243870
1806.10,25453.652445
1807.44,25454.667319
1808.79,25440.055793
1810.13,25390.929085
1811.48,25437.427526
1812.83,25446.306256
1814.17,25416.836641
1815.52,25380.013161
1816.86,25417.450550
1818.21,25343.832105
1819.56,25386.992222
1820.90,25302.074662
1822.25,25328.098444
1823.59,25369.499210
1824.94,25384.381682
1826.28,25332.272832
1827.63,25327.875505
1828.98,25385.919779
1830.32,25237.706597
1831.67,25220.100154
1833.01,25238.800355
1834.36,25168.836169
1835.71,25177.320037
1837.05,25152.886856
1838.40,25139.224713
1839.74,25153.785002
1841.09,25109.472366
1842.43,25086.550003
1843.78,24966.965093
1845.13,25010.116078
1846.47,24984.936919
1847.82,25051.280741
1849.16,24921.835546
1850.51,24897.918569
1851.86,24862.027081
1853.20,24862.779322
1854.55,24802.550443
1855.89,24716.871761
1857.24,24741.486932
1858.58,24737.709393
1859.93,24729.601699
1861.28,24625.634427
1862.62,24645.313584
1863.97,24638.652699
1865.31,24566.743922
1866.66,24607.019575
1868.01,24542.974227
1869.35,24586.984827
1870.70,24542.288006
1872.04,24579.113027
1873.39,24559.183772
1874.73,24469.501859
1876.08,24406.369679
1877.43,24443.640457
1878.77,24452.362203
1880.12,24433.688520
1881.46,24402.121020
1882.81,24397.541252
1884.16,24379.798130
1885.50,24412.428983
1886.85,24384.307892
1888.19,24356.810980
1889.54,24333.892981
1890.88,24232.185372
1892.23,24259.812063
1893.58,24210.381260
1894.92,24243.934942
1896.27,24232.073818
1897.61,24156.997259
1898.96,24246.033028
1900.31,24175.785945
1901.65,24169.343518
1903.00,24097.950834
1904.34,24092.711885
1905.69,24093.119249
1907.03,23990.450644
1908.38,23973.675718
1909.73,23954.454626
1911.07,23939.096008
1912.42,23861.271923
1913.76,23919.792912
1915.11,23976.265169
1916.46,23978.368034
1917.80,23884.433442
1919.15,23865.289301
1920.49,23882.412734
1921.84,23796.084008
1923.18,23762.675459
1924.53,23832.405525
1925.88,23794.536254
1927.22,23740.178927
1928.57,23747.768029
1929.91,23696.985570
1931.26,23721.597692
1932.60,23741.810972
1933.95,23638.510111
1935.30,23653.977574
1936.64,23604.660017
1937.99,23592.254593
1939.33,23602.339173
1940.68,23571.741365
1942.03,23488.831009
1943.37,23539.664746
1944.72,23488.404052
1946.06,23412.233160
1947.41,23419.182482
1948.75,23432.958297
1950.10,23328.691100
1951.45,23353.214455
1952.79,23314.560251
1954.14,23293.423069
1955.48,23258.919721
1956.83,23220.040673
1958.18,23180.079252
1959.52,23244.655202
1960.87,23140.934609
1962.21,23174.377885
1963.56,23088.313394
1964.90,23096.741863
1966.25,23051.530352
1967.60,22966.394875
1968.94,23050.662330
1970.29,23046.122531
1971.63,23121.195115
1972.98,22988.091647
1974.33,23014.916312
1975.67,22906.907810
1977.02,22973.864532
1978.36,22951.705091
1979.71,22930.413171
1981.05,22923.291586
1982.40,22936.200250
1983.75,22917.396344
1985.09,22869.414996
1986.44,22879.574557
1987.78,22806.467971
1989.13,22889.517820
1990.48,22860.313541
1991.82,22868.439356
1993.17,22756.885069
1994.51,22802.471739
1995.86,22767.558846
1997.20,22782.723309
1998.55,22729.996371
1999.90,22722.270409
2001.24,22692.503995
2002.59,22651.337343
2003.93,22625.175762
2005.28,22636.583948
2006.63,22588.668888
2007.97,22553.510036
2009.32,22558.942204
2010.66,22557.509732
2012.01,22502.134400
2013.35,22430.028388
2014.70,22316.769794
2016.05,22387.526190
2017.39,22379.358819
2018.74,22354.098382
2020.08,22282.212433
2021.43,22288.063235
2022.78,22170.845491
2024.12,22247.651805
2025.47,22223.518834
2026.81,22247.376315
2028.16,22176.320936
2029.50,22138.143018
2030.85,22186.868536
2032.20,22078.962942
2033.54,22058.963819
2034.89,22001.722320
2036.23,22044.138509
2037.58,22030.397448
2038.93,21994.005738
2040.27,22069.961436
2041.62,22019.224986
2042.96,22092.537669
2044.31,21985.026221
2045.65,22001.626393
2047.00,22028.849997
2048.35,21931.662679
2049.69,21975.942188
2051.04,21921.714028
2052.38,21928.999928
2053.73,21936.698072
2055.08,21894.410772
2056.42,21871.825914
2057.77,21920.532579
2059.11,21922.421430
2060.46,21795.680660
2061.80,21824.087434
2063.15,21807.860546
2064.50,21809.956212
2065.84,21758.883295
2067.19,21705.408685
2068.53,21681.938746
2069.88,21745.111951
2071.22,21650.848518
2072.57,21631.809454
2073.92,21576.423839
2075.26,21560.715738
2076.61,21577.456289
2077.95,21422.601496
2079.30,21512.155722
2080.65,21486.796218
2081.99,21453.671527
2083.34,21451.269399
2084.68,21406.978302
2086.03,21322.574991
2087.37,21380.823377
2088.72,21345.684700
2090.07,21304.031098
2091.41,21321.081902
2092.76,21304.384321
2094.10,21304.321141
2095.45,21264.749927
2096.80,21261.624946
2098.14,21170.477910
2099.49,21194.188051
2100.83,21181.050854
2102.18,21126.579369
2103.52,21235.747654
2104.87,21146.658408
2106.22,21143.390754
2107.56,21147.425158
2108.91,21145.593472
2110.25,21089.549223
2111.60,21088.325257
2112.95,21039.620801
2114.29,21032.220810
2115.64,21059.582972
2116.98,20981.551153
2118.33,20970.347143
2119.67,20943.800803
2121.02,20993.350995
2122.37,20907.061026
2123.71,20872.363887
2125.06,20874.993204
2126.40,20876.882338
2127.75,20870.484998
2129.10,20850.101448
2130.44,20814.340482
2131.79,20843.218790
2133.13,20760.552453
2134.48,20788.059842
2135.82,20745.164822
2137.17,20676.258337
2138.52,20718.480581
2139.86,20677.064677
2141.21,20654.421606
2142.55,20647.792548
2143.90,20646.826950
2145.25,20622.205197
2146.59,20627.748483
2147.94,20576.250041
2149.28,20578.150037
2150.63,20580.148763
2151.97,20506.103974
2153.32,20524.404577
2154.67,20469.644169
2156.01,20527.716333
2157.36,20470.374769
2158.70,20432.615142
2160.05,20512.966782
2161.40,20433.383598
2162.74,20385.738833
2164.09,20443.505922
2165.43,20361.564555
2166.78,20332.539685
2168.12,20348.351051
2169.47,20331.428249
2170.82,20343.959096
2172.16,20289.798873
2173.51,20251.994155
2174.85,20230.867766
2176.20,20218.255988
2177.55,20185.313382
2178.89,20145.041569
2180.24,20113.635968
2181.58,20122.080698
2182.93,20111.510697
2184.27,20068.851062
2185.62,20043.694253
2186.97,20072.476239
2188.31,19940.056080
2189.66,20025.209038
2191.00,19959.023729
2192.35,19934.660152
2193.70,19890.706744
2195.04,19904.696098
2196.39,19963.553865
2197.73,19956.529853
2199.08,19897.924319
2200.42,19935.173124
2201.77,19955.175127
2203.12,19894.303210
2204.46,19887.582917
2205.81,19916.219410
2207.15,19861.089089
2208.50,19841.776552
2209.84,19875.107493
2211.19,19818.236669
2212.54,19803.282062
2213.88,19784.207780
2215.23,19801.955667
2216.57,19816.402663
2217.92,19793.288896
2219.27,19760.067498
2220.61,19772.048797
2221.96,19734.669988
2223.30,19674.221578
2224.65,19658.101956
2225.99,19624.087378
2227.34,19595.201593
2228.69,19608.022298
2230.03,19609.446590
2231.38,19564.366812
2232.72,19494.989562
2234.07,19470.074476
2235.42,19467.614740
2236.76,19387.885808
2238.11,19391.134862
2239.45,19398.568501
2240.80,19309.967843
2242.14,19328.933414
2243.49,19330.048499
2244.84,19226.080536
2246.18,19252.344993
2247.53,19335.426429
2248.87,19283.385752
2250.22,19252.323900
2251.57,19184.186208
2252.91,19191.571770
2254.26,19191.941181
2255.60,19155.175497
2256.95,19231.752863
2258.29,19152.441231
2259.64,19171.570929
2260.99,19123.668494
2262.33,19136.551906
2263.68,19120.470323
2265.02,19165.317191
2266.37,19074.375096
2267.72,19074.072131
2269.06,19023.396393
2270.41,19093.967349
2271.75,19083.591173
2273.10,19060.552625
2274.44,19046.231565
2275.79,19026.688052
2277.14,19028.627308
2278.48,19013.557450
2279.83,19011.986268
2281.17,18945.171359
2282.52,19002.872043
2283.87,18967.691505
2285.21,18992.723418
2286.56,18885.028861
2287.90,18880.200472
2289.25,18892.483738
2290.59,18813.472194
2291.94,18832.228729
2293.29,18839.414466
2294.63,18684.835672
2295.98,18823.974301
2297.32,18782.817096
2298.67,18700.903378
2300.02,18723.089562
2301.36,18693.591024
2302.71,18653.153332
2304.05,18715.256320
2305.40,18671.508042
2306.74,18656.811679
2308.09,18599.178436
2309.44,18606.211816
2310.78,18595.871374
2312.13,18460.237194
2313.47,18535.418692
2314.82,18518.708084
2316.17,18495.421595
2317.51,18484.117444
2318.86,18452.219106
2320.20,18483.597452
2321.55,18459.560219
2322.89,18460.971010
2324.24,18335.495352
2325.59,18430.145202
2326.93,18394.390670
2328.28,18357.734540
2329.62,18391.975540
2330.97,18367.010319
2332.32,18395.076024
2333.66,18396.668800
2335.01,18311.148330
2336.35,18273.003839
2337.70,18305.725446
2339.04,18286.321888
2340.39,18282.698588
2341.74,18175.705662
2343.08,18283.893342
2344.43,18257.219847
2345.77,18156.628910
2347.12,18202.349990
2348.46,18169.928403
2349.81,18188.894299
2351.16,18197.231976
2352.50,18126.886300
2353.85,18111.316723
2355.19,18075.322639
2356.54,18103.482735
2357.89,18065.358499
2359.23,17987.296534
2360.58,17989.540529
2361.92,17969.897128
2363.27,18086.988054
2364.61,17993.828569
2365.96,17936.424075
2367.31,18085.358640
2368.65,17951.248797
2370.00,17897.222119
2371.34,18071.354930
2372.69,17958.982177
2374.04,17928.565558
2375.38,17885.225338
2376.73,17871.962349
2378.07,17909.783521
2379.42,17840.080949
2380.76,17871.425488
2382.11,17826.691513
2383.46,17902.275506
2384.80,17840.390214
2386.15,17824.915809
2387.49,17816.670637
2388.84,17787.318990
2390.19,17757.553208
2391.53,17757.117326
2392.88,17673.052405
2394.22,17730.011189
2395.57,17682.325848
2396.91,17749.900395
2398.26,17659.411939
2399.61,17652.404166
2400.95,17625.308553
2402.30,17565.463805
2403.64,17568.697592
2404.99,17571.882347
2406.34,17553.932571
2407.68,17549.758542
2409.03,17503.185360
2410.37,17435.937658
2411.72,17458.150336
2413.06,17412.401996
2414.41,17547.644102
2415.76,17455.052459
2417.10,17433.935530
2418.45,17481.193124
2419.79,17433.549321
2421.14,17428.257059
2422.49,17397.748573
2423.83,17421.726292
2425.18,17389.093009
2426.52,17379.843827
2427.87,17303.965066
2429.21,17315.412906
2430.56,17336.795523
2431.91,17399.120442
2433.25,17373.917264
2434.60,17297.484627
2435.94,17243.245819
2437.29,17321.201124
2438.64,17267.019552
2439.98,17302.646018
2441.33,17305.406526
2442.67,17326.789325
2444.02,17256.447136
2445.36,17241.697849
2446.71,17229.194038
2448.06,17281.695678
2449.40,17166.679965
2450.75,17203.704313
2452.09,17135.235801
2453.44,17108.770279
2454.79,17127.680603
2456.13,17067.577172
2457.48,17097.417832
2458.82,17097.425029
2460.17,17126.725753
2461.51,17063.166417
2462.86,17047.112467
2464.21,17040.975918
2465.55,16972.525876
2466.90,17021.190863
2468.24,17000.763071
2469.59,16938.080349
2470.94,16814.166655
2472.28,16906.910891
2473.63,16865.960530
2474.97,16857.845559
2476.32,16826.910373
2477.66,16787.280719
2479.01,16789.267806
2480.36,16837.059485
2481.70,16818.748433
2483.05,16889.378258
2484.39,16815.481346
2485.74,16790.829483
2487.08,16887.423102
2488.43,16789.144660
2489.78,16812.682863
2491.12,16854.383855
2492.47,16776.068815
2493.81,16807.911852
2495.16,16793.248249
2496.51,16759.714876
2497.85,16774.614986
2499.20,16707.736212
2500.54,16740.228570
2501.89,16716.755492
2503.23,16770.218601
2504.58,16671.667956
2505.93,16707.582931
2507.27,16751.301690
2508.62,16684.819783
2509.96,16677.949407
2511.31,16707.201074
2512.66,16570.030387
2514.00,16575.723617
2515.35,16525.979631
2516.69,16575.584086
2518.04,16536.230728
2519.38,16552.724750
2520.73,16500.781857
2522.08,16509.600695
2523.42,16447.504095
2524.77,16512.899109
2526.11,16508.784040
2527.46,16442.671200
2528.81,16483.187859
2530.15,16446.196417
2531.50,16448.448644
2532.84,16404.748443
2534.19,16338.937918
2535.53,16388.281480
2536.88,16397.743492
2538.23,16399.403646
2539.57,16341.941329
2540.92,16329.622067
2542.26,16388.951610
2543.61,16335.995774
2544.96,16310.428029
2546.30,16373.099480
2547.65,16303.115439
2548.99,16293.190408
2550.34,16396.491245
2551.68,16276.172440
2553.03,16251.191443
2554.38,16257.890980
2555.72,16263.763108
2557.07,16274.303559
2558.41,16248.678863
2559.76,16225.002463
2561.11,16194.350869
2562.45,16199.352005
2563.80,16143.424158
2565.14,16159.248266
2566.49,16109.960095
2567.83,16136.981789
2569.18,16121.689622
2570.53,16274.101703
2571.87,16107.180498
2573.22,16115.477124
2574.56,16111.872895
2575.91,16087.921575
2577.26,16042.053556
2578.60,16069.519742
2579.95,16056.247063
2581.29,16030.908525
2582.64,16065.670303
2583.98,15992.165136
2585.33,16000.133380
2586.68,16009.201406
2588.02,15959.601915
2589.37,15987.992159
2590.71,15978.681496
2592.06,16011.861733
2593.41,15996.909824
2594.75,15963.517611
2596.10,15938.473481
2597.44,15962.600255
2598.79,15937.223749
2600.13,15930.591525
2601.48,15854.519414
2602.83,15915.136522
2604.17,15891.820500
2605.52,15862.094208
2606.86,15877.528388
2608.21,15877.881065
2609.56,15837.569371
2610.90,15844.739017
2612.25,15863.664190
2613.59,15771.612401
2614.94,15798.138361
2616.28,15810.061671
2617.63,15823.362930
2618.98,15817.857757
2620.32,15756.316386
2621.67,15800.075557
2623.01,15747.514638
2624.36,15728.428350
2625.70,15731.582899
2627.05,15754.801857
2628.40,15623.947681
2629.74,15704.284039
2631.09,15664.750590
2632.43,15626.184048
2633.78,15606.703397
2635.13,15660.206020
2636.47,15565.179209
2637.82,15579.297521
2639.16,15563.762627
2640.51,15572.934901
2641.85,15606.675299
2643.20,15582.146529
2644.55,15638.488817
2645.89,15608.197546
2647.24,15627.423643
2648.58,15513.726642
2649.93,15533.787306
2651.28,15575.464101
2652.62,15512.507581
2653.97,15556.471873
2655.31,15547.217635
2656.66,15433.785140
2658.00,15509.688660
2659.35,15548.587613
2660.70,15439.090351
2662.04,15497.501064
2663.39,15518.162020
2664.73,15397.799298
2666.08,15528.953475
2667.43,15495.198618
2668.77,15434.451347
2670.12,15508.831033
2671.46,15458.075022
2672.81,15508.800347
2674.15,15490.160572
2675.50,15419.997850
2676.85,15469.145780
2678.19,15435.374386
2679.54,15383.703890
2680.88,15399.848096
2682.23,15434.669534
2683.58,15334.425258
2684.92,15321.141863
2686.27,15376.004161
2687.61,15236.514817
2688.96,15267.775799
2690.30,15206.516826
2691.65,15286.780670
2693.00,15240.150309
2694.34,15185.078937
2695.69,15352.279970
2697.03,15259.230187
2698.38,15157.947246
2699.73,15275.924432
2701.07,15262.452805
2702.42,15207.197864
2703.76,15207.490168
2705.11,15186.232987
2706.45,15207.209448
2707.80,15171.138008
2709.15,15226.334183
2710.49,15151.020686
2711.84,15194.153792
2713.18,15118.000861
2714.53,15186.778150
2715.88,15185.633378
2717.22,15177.889078
2718.57,15169.034812
2719.91,15250.816782
2721.26,15186.254927
2722.60,15148.285640
2723.95,15094.968425
2725.30,15116.514694
2726.64,15120.009111
2727.99,15098.245168
2729.33,15090.303983
2730.68,15140.598517
2732.03,15139.533387
2733.37,14998.920772
2734.72,15115.624757
2736.06,15097.667957
2737.41,15085.455271
2738.75,15086.258294
2740.10,15098.722559
2741.45,15178.465517
2742.79,14993.460787
2744.14,15009.769833
2745.48,15066.858754
2746.83,14900.375777
2748.18,14969.049512
2749.52,14960.803437
2750.87,14914.566268
2752.21,14958.940659
2753.56,14910.653046
2754.90,14900.904586
2756.25,14919.204544
2757.60,14884.986489
2758.94,14849.412832
2760.29,14941.145525
2761.63,14855.541672
2762.98,14941.063088
2764.32,14901.775707
2765.67,14891.217742
2767.02,14841.138666
2768.36,14850.741612
2769.71,14866.961063
2771.05,14799.392463
2772.40,14795.570407
2773.75,14839.884235
2775.09,14885.599959
2776.44,14845.217566
2777.78,14828.157638
2779.13,14828.971093
2780.47,14773.034207
2781.82,14803.259791
2783.17,14828.198336
2784.51,14862.855694
2785.86,14779.066334
2787.20,14777.268609
2788.55,14790.268496
2789.90,14774.672803
2791.24,14736.632601
2792.59,14726.527676
2793.93,14807.387372
2795.28,14705.030323
2796.62,14670.306149
2797.97,14738.082837
2799.32,14711.654794
2800.66,14691.705245
2802.01,14699.386447
2803.35,14710.957106
2804.70,14618.333288
2806.05,14664.223123
2807.39,14695.961009
2808.74,14624.095307
2810.08,14728.220836
2811.43,14673.976157
2812.77,14703.424753
2814.12,14658.425985
2815.47,14591.857232
2816.81,14605.620494
2818.16,14679.487292
2819.50,14608.230878
2820.85,14663.833833
2822.20,14640.938080
2823.54,14661.355973
2824.89,14641.846052
2826.23,14624.598537
2827.58,14597.484527
2828.92,14585.797015
2830.27,14621.050364
2831.62,14484.490900
2832.96,14547.252708
2834.31,14539.312610
2835.65,14545.855731
2837.00,14531.905420
2838.35,14551.749594
2839.69,14559.148719
2841.04,14573.529526
2842.38,14526.698371
2843.73,14512.533332
2845.07,14536.180292
2846.42,14489.178638
2847.77,14471.766174
2849.11,14500.708751
2850.46,14445.756645
2851.80,14369.599338
2853.15,14397.875169
2854.50,14415.602397
2855.84,14468.515496
2857.19,14370.072288
2858.53,14386.093578
2859.88,14398.829575
2861.22,14404.267648
2862.57,14379.521371
2863.92,14363.130728
2865.26,14375.280677
2866.61,14372.360329
2867.95,14360.299825
2869.30,14403.833622
2870.65,14361.147723
2871.99,14380.120006
2873.34,14347.194044
2874.68,14412.827169
2876.03,14363.934719
2877.37,14323.255239
2878.72,14383.600618
2880.07,14358.646207
2881.41,14336.855437
2882.76,14395.243748
2884.10,14332.262893
2885.45,14342.579736
2886.80,14288.469190
2888.14,14341.474700
2889.49,14335.433334
2890.83,14316.109205
2892.18,14342.376833
2893.52,14304.034873
2894.87,14294.808638
2896.22,14338.055799
2897.56,14285.046588
2898.91,14332.862837
2900.25,14286.240872
2901.60,14290.098858
2902.94,14216.072224
2904.29,14312.402149
2905.64,14229.924048
2906.98,14277.487684
2908.33,14304.447726
2909.67,14211.646399
2911.02,14186.525604
2912.37,14161.315744
2913.71,14193.858405
2915.06,14158.443852
2916.40,14157.525630
2917.75,14120.650461
2919.09,14179.297914
2920.44,14093.600647
2921.79,14147.813285
